"Time","Number_of_urchins","Oxygen","Salinity","Pressure","Temperature","backscatter","u","v","Magnitude","Direction","VCAR","VTPK","VWH.","VCMX","VTP.","WDIR","WSPD","GSPD","WDIR.1","WSPD.1","GSPD.1","ATMS","ATMS.1","DRYT","SSTP","FOV","urchin_Density","Year","sample_day"
2013-08-15 00:00:00,0,1.03626153399444,34.0210841666667,400.881204630361,5.89154240447344,26.7048138187521,-0.00830008195874055,0.0247396363827854,0.0260948456380613,108.546465388747,1.82333333333333,8.22,1.85,3.01666666666667,8.31666666666667,141.166666666667,6.9,8.13333333333333,135.833333333333,7.08333333333333,8.43333333333333,1012.25,1012.25,12.5,11.7,0.5,0,"2013-2014",1
2013-08-15 06:00:00,0,0.968221690047222,34.0317941666667,399.337057081117,5.82103544776119,26.8105253916506,-0.102584504235997,-0.0598801727690486,0.118782219208922,210.272774919243,1.64666666666667,7.89666666666667,1.65,2.71666666666667,7.86666666666667,119.333333333333,4.41666666666667,5.15,114.333333333333,4.56666666666667,5.38333333333333,1013.56666666667,1013.56666666667,12.0166666666667,11.6333333333333,0.5,0,"2013-2014",2
2013-08-15 12:00:00,0,1.07045666967222,34.0163538888889,400.334000074719,5.95178334910123,27.0529458770299,0.0452171852944408,0.0445607287995044,0.0634842688947016,44.581060479318,1.465,7.49833333333333,1.46666666666667,2.4,7.23333333333333,115.666666666667,4.96666666666667,5.96666666666667,111.333333333333,5.15,6.2,1013.98333333333,1014.01666666667,12.0333333333333,11.15,0.5,0,"2013-2014",3
2013-08-15 18:00:00,0,0.973929015041667,34.0308655555556,400.105102712091,5.81007936507936,26.9936134545241,0.0192146348229742,0.0933463425608341,0.0953034199851445,78.3685622806989,1.03,7.56666666666667,1.05,1.81666666666667,7.88333333333333,128.833333333333,4.15,4.68333333333333,123,4.3,4.96666666666667,1015.45,1015.43333333333,12.5333333333333,11.5333333333333,0.5,0,"2013-2014",4
2013-08-16 00:00:00,0,1.07573716543056,34.0151130555556,401.085708836168,5.97673402255639,27.4798808721541,-0.00858974101470539,0.0251485221608685,0.0265750224379097,108.858138733183,1.09333333333333,7,1.1,1.81666666666667,6.96666666666667,119.166666666667,3.31666666666667,3.73333333333333,114,3.45,3.96666666666667,1015.33333333333,1015.33333333333,12.3333333333333,11.5,0.5,0,"2013-2014",5
2013-08-16 06:00:00,0,1.03195040823889,34.0216458333333,399.292799396389,5.91727357609711,27.1401493593705,-0.0918244923887137,-0.0663833586483527,0.113307050565623,215.864573248219,1.03666666666667,7,1.03333333333333,1.68333333333333,6.78333333333333,124,5.23333333333333,5.81666666666667,118.833333333333,5.38333333333333,6.11666666666667,1014.5,1014.53333333333,12.6666666666667,11.45,0.5,0,"2013-2014",6
2013-08-16 12:00:00,0,1.07470351740556,34.0154686111111,400.226013942865,5.95671374764595,27.0375259536369,-0.0788018900976747,0.0333957598381379,0.0855862994768005,157.033065781653,1.01833333333333,7.08666666666667,0.983333333333333,1.61666666666667,6.96666666666667,128.166666666667,7.83333333333333,9.01666666666667,123.166666666667,8.01666666666667,9.4,1014.15,1014.16666666667,12.7833333333333,11.3,0.5,0,"2013-2014",7
2013-08-16 18:00:00,0,1.02314377460556,34.0234647222222,400.063372715163,5.91386087768441,26.7638283001385,0.0649483934945121,0.100464746156607,0.119630510480519,57.1181622900014,1.385,6.66,1.38333333333333,2.31666666666667,6.53333333333333,141.333333333333,5,5.75,136.166666666667,5.08333333333333,5.9,1015.55,1015.55,12.6666666666667,11.1833333333333,0.5,0,"2013-2014",8
2013-08-17 00:00:00,0,0.989205336063889,34.0282575,401.150798444851,5.8546511627907,26.7882462634978,-0.0566746703859777,0.00107700420053648,0.0566849027643798,178.911323730077,1.11333333333333,7.17,1.13333333333333,1.7,7.15,116,2.6,3.35,113.5,2.75,3.55,1015.56666666667,1015.56666666667,12.4833333333333,11.35,0.5,0,"2013-2014",9
2013-08-17 06:00:00,0,1.07627906069722,34.0154141666667,399.420431388068,5.97029549718574,26.9734366594055,-0.116405069397957,-0.0382932315378633,0.122541877589482,198.209412868203,1.07666666666667,7.285,1.06666666666667,1.73333333333333,7.06666666666667,124.5,0.766666666666667,1.2,120,1.05,1.53333333333333,1016.08333333333,1016.08333333333,12.55,11.8333333333333,0.5,0,"2013-2014",10
2013-08-17 12:00:00,0,1.06238443157222,34.01765,399.990983239406,5.95027102803738,27.2403690462747,-0.0518449342668639,-0.026924459068967,0.0584193778235606,207.444057422936,1.02666666666667,10.6883333333333,1.01666666666667,1.63333333333333,8.56666666666667,141.166666666667,1.71666666666667,2.06666666666667,135.666666666667,1.9,2.31666666666667,1017.43333333333,1017.43333333333,13.1833333333333,12.4666666666667,0.5,0,"2013-2014",11
2013-08-17 18:00:00,0,1.05938012744444,34.0180513888889,400.133918736334,5.94852026390198,27.2320649652621,0.0236661585143276,0.0740885911507439,0.0777766442933054,72.2849303102108,0.983333333333333,10.5416666666667,1,1.55,10.3833333333333,146.833333333333,2.45,2.81666666666667,143.166666666667,2.56666666666667,3.03333333333333,1018.95,1018.98333333333,14.0833333333333,13.4833333333333,0.5,0,"2013-2014",12
2013-08-18 00:00:00,0,0.971728831186111,34.0308613888889,400.985828242237,5.83216682199441,27.1519914510558,-0.0203217494357684,0.0206147066659489,0.0289471869281502,134.589976076854,1.05833333333333,10.055,1.06666666666667,1.58333333333333,10,134.666666666667,3.46666666666667,4.06666666666667,130.5,3.6,4.36666666666667,1018.41666666667,1018.46666666667,13.9833333333333,13.2333333333333,0.5,0,"2013-2014",13
2013-08-18 06:00:00,0,1.01359153933843,34.0224588888889,399.801235283611,5.90558823529412,26.987934647318,-0.0234804825978364,-0.070503411145133,0.074310591749272,251.580159171599,0.96,10.2033333333333,0.95,1.58333333333333,9.71666666666667,118,5.4,6.45,113.5,5.58333333333333,6.73333333333333,1018.01666666667,1018.01666666667,13.05,12.6666666666667,0.5,0,"2013-2014",14
2013-08-18 12:00:00,0,1.06453735118889,34.0166716666667,399.649988480446,5.94501408450704,27.7959610358483,-0.0579068453061177,0.0549761191061765,0.0798472066216668,136.487208718549,1.03333333333333,10.13,1.01666666666667,1.63333333333333,9.95,181.166666666667,2.7,3.26666666666667,177.833333333333,2.85,3.53333333333333,1018.9,1018.9,13.4833333333333,11.95,0.5,0,"2013-2014",15
2013-08-18 18:00:00,0,0.949636743836111,34.0349080555556,400.381564296598,5.81758828996283,27.6384399770983,0.0446415164155278,0.0734370246839857,0.0859410354971021,58.7050667893677,1.28833333333333,10.6283333333333,1.3,2.15,10.6,194.5,2.36666666666667,2.76666666666667,189.833333333333,2.51666666666667,2.98333333333333,1020.7,1020.7,15.1666666666667,13.5333333333333,0.5,0,"2013-2014",16
2013-08-19 00:00:00,0,0.953838854166667,34.0340352777778,400.6801057,5.78223102002795,27.1990912289493,-0.0586143458792786,0.00741904741867884,0.0590820091690889,172.786209417865,1.52,10.1416666666667,1.53333333333333,2.53333333333333,9.86666666666667,174.5,2.31666666666667,2.8,169.333333333333,2.45,3,1019.63333333333,1019.63333333333,14.5666666666667,13.6333333333333,0.5,0,"2013-2014",17
2013-08-19 06:00:00,0,1.02812729984722,34.0218372222222,400.244897259439,5.91040394551433,26.9464092252392,0.024201188215468,-0.0341543048380187,0.0418594559210797,305.320769608713,1.32666666666667,10.0483333333333,1.31666666666667,2.13333333333333,9.83333333333333,121,4.91666666666667,6.11666666666667,116.833333333333,5.08333333333333,6.4,1018.06666666667,1018.06666666667,13.2333333333333,13.1166666666667,0.5,0,"2013-2014",18
